,id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,charge0,charge1,charge2,charge3,charge4,charge_count,r_custody_in_days,r_charge0,r_charge1,r_charge2,r_charge3,r_charge4,r_charge_count,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a,c_(0),c_C03,c_CT,c_F1,c_F2,c_F3,c_F5,c_F6,c_F7,c_M1,c_M2,c_M3,c_M03,c_NI0,c_TC4,c_TCX,c_X,c_XXXXXXXXXX,r_(0),r_C03,r_CT,r_F1,r_F2,r_F3,r_F5,r_F6,r_F7,r_M1,r_M2,r_M3,r_M03,r_NI0,r_TC4,r_TCX,r_X,r_XXXXXXXXXX
1730,1,1,2,31,4,0,0,0,3,0,0,32.0,495,612,486,381,292,2,0.0,354,349,255,184,120,0,171.0,7.0,2,-1.37,2,7,-0.4,2,5,25,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,1,1,2,22,4,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,1.0,1,-1.87,2,5,-0.64,1,4,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,1,0,2,62,4,0,0,0,0,0,0,0.0,495,148,102,67,161,9,0.0,354,349,255,184,120,0,0.0,0.0,1,-4.16,1,1,-2.07,1,1,16,1,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,1,1,2,23,4,0,0,0,0,1,0,1.0,278,627,486,381,292,1,3.0,251,239,255,184,120,2,0.0,1.0,1,-1.96,2,5,-0.9,1,3,15,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,1,1,0,39,4,0,0,0,2,0,0,4.0,157,200,174,381,292,3,0.0,354,349,255,184,120,0,0.0,4.0,2,-2.67,1,2,-0.13,2,6,25,2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,1,0,2,60,4,0,0,0,0,0,0,13.0,289,483,486,381,292,2,0.0,354,349,255,184,120,0,0.0,13.0,2,-2.55,1,3,-0.18,2,7,34,0,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,1,0,5,32,4,0,0,0,0,0,0,2.0,289,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,2.0,1,-2.92,1,2,-1.39,1,2,21,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,1,1,2,35,4,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.28,1,1,-1.87,1,1,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,1,0,0,24,4,0,0,0,0,0,0,1.0,289,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,2,-1.96,2,5,-0.29,2,7,18,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,1,0,2,56,1,0,0,0,1,1,1,4.0,23,27,486,381,292,2,11.0,34,349,255,184,120,1,0.0,4.0,1,-3.84,1,1,-1.48,1,2,14,1,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,1,1,2,30,4,0,0,0,0,0,0,0.0,217,235,486,381,292,2,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.78,1,2,-1.41,1,1,17,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,1,1,0,20,4,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,3,-0.98,0,9,-0.52,1,4,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,1,1,2,41,4,0,0,0,17,1,1,47.0,430,148,143,39,292,4,194.0,280,349,255,184,120,1,0.0,194.0,3,-1.65,2,6,0.36,0,9,34,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,1,1,2,35,4,0,0,0,4,1,0,1.0,265,527,486,381,292,2,78.0,176,237,238,33,62,11,0.0,1.0,1,-2.74,1,2,-0.43,2,5,20,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,1,1,2,21,4,0,0,0,2,0,0,54.0,100,483,53,381,292,3,0.0,354,349,255,184,120,0,0.0,54.0,2,-1.48,2,7,-0.28,2,6,13,1,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,1,0,2,60,0,0,0,0,6,0,0,550.0,104,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,30.0,2,-2.2,1,4,-0.57,2,6,31,0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,1,1,2,34,3,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.4,1,3,-1.36,1,2,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,1,0,2,28,4,0,0,0,0,0,0,0.0,305,561,383,381,292,3,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.26,1,3,-0.88,1,4,20,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,1,1,0,23,4,0,1,0,1,0,0,4.0,279,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,4.0,4,-1.17,0,8,1.01,0,10,20,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,1,0,3,26,4,0,0,0,1,0,0,1.0,23,129,67,21,292,4,0.0,354,349,255,184,120,0,0.0,1.0,2,-2.34,1,3,-0.46,2,6,22,2,5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,1,1,2,52,4,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.71,1,1,-1.77,1,1,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,1,1,0,56,4,0,0,0,0,0,0,1.0,348,354,486,381,292,2,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.91,1,1,-1.57,1,1,23,2,5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,1,0,2,25,4,0,0,0,0,0,0,1.0,494,200,130,117,25,7,0.0,354,349,255,184,120,0,0.0,1.0,2,-1.77,2,5,-0.58,2,6,14,1,1,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,1,1,0,23,4,0,0,0,2,1,0,1.0,578,427,486,381,292,2,0.0,237,349,255,184,120,1,0.0,1.0,1,-2.28,1,3,-1.07,1,2,11,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,1,1,3,20,4,0,0,0,0,1,0,1.0,112,386,486,381,292,2,42.0,318,242,255,184,120,2,0.0,42.0,1,-1.76,2,5,-0.88,1,3,13,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,1,1,3,37,1,0,1,0,4,1,0,0.0,589,556,486,381,292,2,0.0,320,306,37,162,21,12,0.0,0.0,1,-2.84,1,2,-1.38,1,2,17,1,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,1,0,3,47,0,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.75,1,1,-2.2,1,1,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,1,1,2,23,4,0,1,0,1,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.2,1,4,-1.19,1,2,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,1,1,0,21,4,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,0.0,3,-1.65,2,6,0.2,0,8,18,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,1,1,0,21,4,0,0,0,0,1,0,2.0,112,93,486,381,292,2,290.0,46,268,255,184,120,2,1938.0,290.0,4,-0.72,0,9,0.34,0,9,15,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,1,0,0,21,4,1,2,2,3,1,1,59.0,104,280,486,381,292,2,25.0,34,349,255,184,120,1,0.0,25.0,3,-1.06,0,8,-0.21,2,7,12,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,1,1,2,41,4,5,0,0,16,0,0,280.0,289,480,38,206,292,4,0.0,354,349,255,184,120,0,903.0,280.0,4,-1.18,0,8,0.69,0,10,26,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,1,1,2,61,1,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.54,1,1,-1.08,1,2,14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,1,0,0,35,4,0,0,0,2,0,0,14.0,463,427,355,236,4,5,0.0,354,349,255,184,120,0,0.0,14.0,1,-2.69,1,2,-0.71,2,5,13,1,1,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,1,1,2,33,4,0,0,0,3,0,0,0.0,555,373,486,381,292,2,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.32,1,3,-0.88,1,3,16,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,1,1,0,26,1,0,0,0,2,0,0,0.0,644,613,486,381,292,2,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.15,1,4,-0.88,1,3,17,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,1,1,3,21,4,0,0,0,0,0,0,4.0,639,282,486,381,292,2,0.0,354,349,255,184,120,0,0.0,4.0,2,-1.64,2,6,-0.73,1,4,11,1,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,1,1,0,25,4,0,0,1,8,0,0,58.0,112,282,381,381,292,3,0.0,354,349,255,184,120,0,0.0,58.0,3,-2.1,1,4,0.18,0,8,16,1,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,1,1,0,32,3,0,0,0,13,0,0,22.0,463,542,326,264,292,4,0.0,354,349,255,184,120,0,485.0,1.0,3,-2.38,1,3,0.19,0,8,18,1,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,1,1,0,41,4,2,1,0,9,1,0,1.0,399,627,486,381,292,1,0.0,269,31,255,184,120,2,147.0,0.0,3,-1.87,2,5,0.43,0,9,20,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,1,1,0,24,4,0,0,0,0,0,0,4.0,100,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,4.0,2,-1.42,2,7,-0.5,2,5,20,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,1,1,3,20,4,0,0,0,2,1,0,192.0,100,483,486,381,292,2,192.0,64,311,205,109,120,4,1476.0,192.0,4,-0.2,0,10,1.05,0,10,27,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,1,0,5,25,4,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,0.0,2,-2.03,1,4,-0.43,2,6,14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,1,1,2,23,4,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.12,1,4,-0.56,1,4,19,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,1,1,0,28,4,0,0,0,9,1,0,1.0,426,8,355,336,292,4,1.0,269,86,236,55,37,7,922.0,238.0,3,-2.03,1,4,0.28,0,8,19,1,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,1,1,4,25,4,0,0,0,7,1,1,1.0,97,65,486,381,292,2,0.0,182,349,255,184,120,1,0.0,2.0,3,-1.73,2,6,0.53,0,9,17,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,1,0,2,58,0,0,0,0,0,0,0,2.0,88,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,2.0,1,-3.59,1,1,-1.89,1,1,17,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,1,1,0,49,2,0,0,0,3,0,0,1.0,463,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.38,1,1,-1.23,1,2,17,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,1,0,3,22,4,0,0,0,0,0,0,0.0,289,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,0.0,2,-1.55,2,6,-0.48,2,6,13,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,1,1,0,21,4,0,0,0,0,1,0,2.0,100,427,486,381,292,2,2.0,204,349,255,184,120,1,0.0,2.0,2,-1.62,2,6,-0.76,1,3,11,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,1,0,0,27,4,0,0,0,3,1,1,3.0,281,157,486,381,292,2,23.0,34,182,255,184,120,2,479.0,23.0,3,-1.52,2,6,0.24,0,9,18,1,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,1,1,0,32,4,0,0,0,4,1,1,191.0,111,483,57,381,292,3,191.0,269,349,255,184,120,1,631.0,191.0,2,-1.68,2,6,0.03,2,7,31,0,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,1,0,0,25,4,0,0,0,1,0,0,102.0,574,627,486,381,292,1,0.0,354,349,255,184,120,0,1399.0,102.0,2,-2.25,1,3,-0.25,2,7,20,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,1,1,0,50,1,0,0,0,4,0,0,2.0,52,427,26,21,292,4,0.0,354,349,255,184,120,0,0.0,2.0,1,-2.61,1,2,-0.46,2,5,29,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,1,0,0,23,3,0,0,0,0,0,0,0.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.24,1,3,-1.24,1,3,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,1,1,0,65,1,0,0,0,1,0,0,0.0,50,627,486,381,292,1,0.0,354,349,255,184,120,0,1434.0,0.0,1,-4.38,1,1,-2.78,1,1,14,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,1,1,2,34,4,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.83,1,2,-0.67,1,4,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
