id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,c_charges,c_charge_degrees,r_custody_in_days,r_charges,r_charge_degrees,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a
1,Male,Caucasian,42,Married,0,0,0,0,-1,0,,,,,,,,,1,-3.58,Low,1,-1.73,Low,1,19,Low,3
1,Male,Caucasian,22,Single,0,0,0,1,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,2.0,4,-0.84,High,9,0.59,High,9,16,Low,2
1,Male,African-American,34,Single,2,0,0,16,0,0,336.0,"Lewd/Lasc Battery Pers 12+/<16,Impregnating a Minor","(F2),(F3)",,,,1082.0,336.0,4,-1.23,High,8,0.78,High,10,29,High,8
1,Male,Caucasian,36,Single,0,0,0,9,0,0,1.0,"Felon in Pos of Firearm or Amm,Driving While License Revoked,Possession Of Alprazolam,Veh Imp/No Stop/Turn Signal","(F2),(F3),(F3),(0)",,,,,178.0,2,-2.55,Low,3,-0.11,Medium,7,25,Medium,6
1,Male,African-American,20,Single,0,0,0,0,0,0,1.0,"Aggrav Battery w/Deadly Weapon,Exhibition Weapon School Prop","(F2),(F3)",,,,,1.0,2,-1.57,Medium,6,-0.87,Low,3,12,Low,1
1,Male,Caucasian,40,Single,0,0,0,0,1,1,1.0,Battery,(M1),2.0,Giving False Crime Report,(M1),,1.0,1,-3.25,Low,1,-1.51,Low,1,17,Low,2
1,Male,Caucasian,30,Divorced,0,0,0,1,1,1,0.0,"Driving Under The Influence,Opert With Susp DL 2nd Offens,Expired DL More Than 6 Months,Speeding (Speed Not Indicated)","(M1),(M1),(M2),(0)",1.0,Battery,(M1),,0.0,3,-1.55,Medium,6,0.19,High,8,20,Low,3
1,Male,African-American,40,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.19,Low,1,-1.49,Low,1,15,Low,1
1,Male,African-American,42,Married,0,0,0,1,0,0,1.0,Felony Battery w/Prior Convict,(F3),,,,,1.0,1,-2.99,Low,1,-1.81,Low,1,15,Low,1
1,Male,African-American,24,Single,0,0,1,2,1,0,2.0,False Ownership Info/Pawn Item,(F3),180.0,"Grand Theft (Motor Vehicle),Driving License Suspended,Operating W/O Valid License","(F3),(M2),(M2)",2017.0,180.0,1,-2,Low,4,-0.75,Low,3,15,Low,1
1,Male,African-American,44,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.83,Low,1,-2.35,Low,1,12,Low,1
1,Male,Caucasian,46,Divorced,0,0,0,4,0,0,3.0,Video Voyeur-<24Y on Child >16,(F3),,,,,3.0,1,-3.17,Low,1,-1.28,Low,2,16,Low,2
1,Male,African-American,38,Single,0,0,0,4,0,0,0.0,"Unauth C/P/S Sounds>1000/Audio,Sell or Offer for Sale Counterfeit Goods,Sell or Offer for Sale Counterfeit Goods,Sound Articles Over 100","(F3),(F2),(F3),(F3)",,,,,0.0,1,-2.94,Low,2,-0.96,Low,3,15,Low,1
1,Male,Hispanic,39,Single,0,0,0,2,1,1,105.0,"Arson in the Second Degree,Crimin Mischief Damage $1000+","(F2),(F3)",63.0,"Assault On Law Enforc Officer,Assault On Law Enforc Officer","(M1),(M1)",419.0,63.0,1,-2.85,Low,2,-1.52,Low,1,24,Medium,6
1,Male,Caucasian,25,Single,0,0,0,0,0,0,1.0,"Possession of Oxycodone,Fnt St Pass/Ovr 18/Stbelt","(F3),(0)",,,,,1.0,1,-2.52,Low,3,-1.01,Low,2,19,Low,3
1,Male,Caucasian,47,Single,0,0,0,10,0,0,36.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item,Dealing in Stolen Property,False Ownership Info/Pawn Item,Grand Theft in the 3rd Degree","(F2),(F2),(F2),(F2),(F3)",,,,584.0,36.0,3,-2.05,Low,4,0.12,High,8,28,High,8
1,Male,Caucasian,26,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.16,Low,4,-0.51,Medium,5,14,Low,1
1,Female,Hispanic,32,Separated,0,0,0,0,1,0,8.0,"DUI Property Damage/Injury,DUI Property Damage/Injury,DUI Level 0.15 Or Minor In Veh,Driving Under The Influence,Lve/Scen/Acc/Veh/Prop/Damage,Child Restraint Required","(M1),(M1),(M1),(M1),(M2),(0)",,Petit Theft,(M2),,8.0,1,-2.78,Low,2,-1.25,Low,3,11,Low,1
1,Male,Caucasian,21,Single,0,0,0,0,0,0,1.0,"Possession Of Buprenorphine,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,1.0,4,-0.83,High,9,1.11,High,10,32,High,9
1,Male,Caucasian,26,Single,0,0,0,0,0,0,1.0,Grand Theft (Motor Vehicle),(M2),,,,,1.0,1,-2.04,Low,4,-0.39,Medium,5,19,Low,3
1,Male,Caucasian,54,Married,0,0,0,1,1,0,1.0,"Battery,Battery","(M1),(M1)",34.0,"Grand Theft in the 3rd Degree,Dealing in Stolen Property","(F3),(F2)",,1.0,1,-3.11,Low,1,-1.47,Low,1,22,Medium,5
1,Male,African-American,63,Single,0,0,0,0,0,0,0.0,"DUI Property Damage/Injury,DUI Property Damage/Injury","(M1),(M1)",,,,,0.0,1,-3.97,Low,1,-2.3,Low,1,15,Low,1
1,Female,Caucasian,48,Divorced,0,0,0,0,-1,0,,,,,,,,1.0,1,-3.9,Low,1,-2.38,Low,1,14,Low,1
1,Male,Caucasian,38,Married,0,0,0,0,-1,0,,,,,,,,,1,-2.2,Low,4,-0.58,Low,4,26,Medium,7
1,Female,African-American,24,Single,0,0,0,0,0,0,2.0,"Grand Theft in the 3rd Degree,Resist Merchant W Or W/O Viol,Operating W/O Valid License,Unlaw LicTag/Sticker Attach","(F3),(M1),(M2),(M2)",,,,,2.0,2,-1.6,Medium,6,-0.31,Medium,7,19,Low,3
1,Female,Caucasian,35,Separated,0,0,0,3,0,0,0.0,"Possession of Cocaine,Possess Drug Paraphernalia,Prostitution/Lewd Act Assignation","(F3),(M1),(M2)",,,,,0.0,1,-3.18,Low,1,-1.2,Low,3,24,Medium,6
1,Male,Hispanic,27,Single,0,0,0,2,0,0,10.0,"Lewd/Lasc Battery Pers 12+/<16,Impregnating a Minor","(F2),(F3)",,,,,10.0,1,-2.61,Low,2,-0.94,Low,3,20,Low,3
1,Male,Hispanic,25,Single,0,0,0,1,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.61,Low,2,-1.51,Low,1,14,Low,1
1,Male,Caucasian,61,Single,0,0,0,1,0,0,1.0,Unlaw Fail Secur Work Comp Ins,(F3),,,,,1.0,1,-2.82,Low,2,-0.72,Low,4,23,Medium,5
1,Male,African-American,51,Significant Other,0,0,0,1,1,0,1.0,"Possess Cannabis/20 Grams Or Less,Battery","(M1),(M1)",,Possess Cannabis/20 Grams Or Less,(M1),,1.0,1,-3.23,Low,1,-0.7,Low,4,18,Low,3
1,Male,African-American,26,Single,0,0,1,3,0,0,,"Operating W/O Valid License,Fail To Obey Traffic Sign","(M2),(0)",,,,,,3,-1.86,Medium,5,0.47,High,9,21,Low,4
1,Male,Caucasian,57,Married,0,0,0,0,0,0,28.0,Aggrav Battery w/Deadly Weapon,(F2),,,,,28.0,1,-3.69,Low,1,-1.79,Low,1,13,Low,1
1,Male,Caucasian,24,Single,0,0,3,3,1,1,1.0,Battery,(M1),2.0,Battery,(M1),,2.0,1,-2.12,Low,4,-0.38,Medium,5,13,Low,1
1,Male,African-American,34,Single,0,0,0,1,0,0,1.0,"False Imprisonment,Battery","(F3),(M1)",,,,,1.0,1,-2.83,Low,2,-1.56,Low,1,13,Low,1
1,Female,Other,40,Married,0,0,0,4,0,0,21.0,"Aggravated Assault W/Dead Weap,Resist/Obstruct W/O Violence","(F3),(M1)",,,,,89.0,1,-3.24,Low,1,-1.02,Low,4,13,Low,1
1,Male,Hispanic,27,Single,0,0,0,1,0,0,2.0,"Throw Missile Into Pub/Priv Dw,Criminal Mischief,Battery","(F2),(M2),(M1)",,,,,2.0,1,-2.51,Low,3,-1.22,Low,2,12,Low,1
1,Female,African-American,28,Significant Other,0,0,0,10,1,0,4.0,Operating W/O Valid License,(M2),100.0,"Fleeing or Eluding a LEO,Driving While License Revoked","(F3),(F3)",490.0,1.0,2,-2.21,Low,4,-0.21,Medium,7,17,Low,2
1,Male,African-American,35,Single,0,0,0,10,1,1,1.0,Viol Prot Injunc Repeat Viol,(M1),0.0,"Agg Fleeing and Eluding,Susp Drivers Lic 1st Offense,Tampering With Physical Evidence","(F3),(M2),(F3)",284.0,0.0,3,-2.48,Low,3,0.11,High,8,19,Low,3
1,Male,African-American,30,Divorced,0,0,0,6,1,0,1.0,"Driving While License Revoked,Fail Wear Safety Belt/Operator","(F3),(0)",,"DWLS/License Susp/Revoked,Unlawful Speed (Requires Speeds)","(M2),(0)",,1.0,2,-2.21,Low,4,-0.29,Medium,6,17,Low,2
1,Male,Other,53,Single,0,0,0,1,0,0,5.0,"Del Cannabis For Consideration,Pos Cannabis W/Intent Sel/Del","(F3),(F3)",,,,,5.0,1,-2.68,Low,2,-0.47,Medium,5,17,Low,2
1,Male,African-American,44,Single,0,0,0,0,0,0,1.0,"Burglary Conveyance Assault/Bat,Criminal Mischief>$200<$1000,Battery,Robbery / No Weapon","(M1),(M1),(M1),(F2)",,,,,132.0,1,-2.63,Low,2,-1.51,Low,1,15,Low,1
1,Male,Caucasian,55,Single,0,0,0,0,0,0,1.0,"Poss Cocaine/Intent To Del/Sel,Possess Drug Paraphernalia,Prowling/Loitering","(F2),(M1),(M2)",,,,,1.0,1,-3.92,Low,1,-2.09,Low,1,15,Low,1
1,Male,Caucasian,57,Single,0,0,0,3,1,0,,Posses/Disply Susp/Revk/Frd DL,(M2),,Unlicensed Contractor,(M1),,,1,-3.14,Low,1,-0.97,Low,3,24,Medium,6
1,Male,Asian,37,Married,0,0,0,1,0,0,1.0,"Driving While License Revoked,No Lamps/Illuminating Device","(F3),(0)",,,,,1.0,1,-3.37,Low,1,-1.35,Low,2,16,Low,2
1,Male,Caucasian,54,Married,0,0,0,3,0,0,,"Sexual Battery Victim 12 Yrs +,Kidnapping / Domestic Violence,Felony Battery (Dom Strang),Neglect Child / No Bodily Harm","(F1),(F7),(F3),(F3)",,,,,,1,-2.67,Low,2,-0.8,Low,3,18,Low,3
1,Male,African-American,45,Single,0,0,0,1,0,0,1.0,Assault,(M2),,,,,14.0,2,-1.57,Medium,6,-0.15,Medium,6,24,Medium,6
1,Male,Caucasian,61,Single,0,0,0,10,0,0,23.0,"Burglary Conveyance Unoccup,Petit Theft","(F3),(M2)",,,,42.0,15.0,2,-1.95,Medium,5,-0.24,Medium,6,30,High,8
1,Male,African-American,27,Single,0,0,0,7,0,0,13.0,"Aggrav Battery w/Deadly Weapon,Felony Batt(Great Bodily Harm)","(M1),(F3)",,,,,1.0,1,-1.85,Medium,5,-0.4,Medium,5,16,Low,2
1,Male,Caucasian,22,Single,0,1,0,2,0,0,367.0,"Burglary With Assault/battery,Viol Injunction Protect Dom Vi,Resist/Obstruct W/O Violence,Stalking","(F1),(M1),(M1),(M1)",,,,0.0,367.0,4,-1.09,High,8,0.16,High,8,14,Low,1
1,Male,African-American,26,Single,0,0,0,1,1,0,1.0,"Aggravated Battery / Pregnant,False Imprisonment","(F2),(F3)",11.0,Grand Theft in the 3rd Degree,(F3),854.0,11.0,3,-1.45,Medium,7,0.43,High,9,21,Low,4
1,Male,African-American,29,Single,0,0,0,4,0,0,173.0,"Burglary Unoccupied Dwelling,Grand Theft (Motor Vehicle)","(F2),(F3)",,,,2381.0,173.0,2,-1.66,Medium,6,-0.25,Medium,6,23,Medium,5
1,Male,African-American,48,Married,1,0,0,10,1,0,4.0,"Felony Driving While Lic Suspd,Drive Veh Unsafe/Defect Equip,Fail Wear Safety Belt/Operator","(F3),(0),(0)",,Driving License Suspended,(M2),78.0,4.0,2,-1.53,Medium,6,-0.02,Medium,7,24,Medium,6
1,Male,African-American,42,Separated,0,0,0,4,0,0,0.0,Driving License Suspended,(M2),,,,,0.0,1,-3.52,Low,1,-1.62,Low,1,15,Low,1
1,Male,Caucasian,38,Single,0,0,0,10,1,0,1.0,"Possession of Cocaine,Fail To Obey Traff Control Dev","(F3),(0)",34.0,Possession of Cocaine,(F3),,55.0,3,-2.68,Low,2,0.14,High,8,24,Medium,6
1,Male,African-American,39,Married,0,0,0,4,0,0,7.0,"Grand Theft in the 3rd Degree,Possession Burglary Tools,Criminal Mischief","(F3),(F3),(F3)",,,,,25.0,1,-2.87,Low,2,-1.09,Low,2,17,Low,2
1,Female,Caucasian,53,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-4.14,Low,1,-2.59,Low,1,11,Low,1
1,Male,African-American,38,Married,0,0,0,0,-1,0,,,,,,,,1.0,1,-3.31,Low,1,-1.32,Low,2,17,Low,2
1,Male,African-American,26,Single,0,0,0,3,1,0,2.0,Poss Of Controlled Substance,(MO3),0.0,Grand Theft in the 3rd Degree,(F3),,1.0,4,-0.92,High,9,0.62,High,10,21,Low,4
1,Male,Caucasian,24,Single,0,0,0,4,0,0,36.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia","(F3),(M1),(M1)",,,,125.0,23.0,4,-1.19,High,8,0.17,High,8,16,Low,2
1,Male,African-American,22,Single,0,0,0,1,1,0,1.0,Burglary Unoccupied Dwelling,(F2),101.0,"Operating W/O Valid License,Fail To Stop Steady Red Signal","(M2),(0)",,2.0,2,-1.52,Medium,6,-0.11,Medium,7,13,Low,1
1,Male,African-American,42,Single,0,0,0,2,0,0,1.0,"Att Robbery Sudd Snatch No Weap,Battery,Tampering With A Victim","(F3),(M1),(F2)",,,,,1.0,1,-3.57,Low,1,-2.2,Low,1,13,Low,1
1,Male,Caucasian,50,Single,0,0,0,0,0,0,30.0,Grand Theft in the 3rd Degree,(F3),,,,,30.0,2,-2.94,Low,2,0.07,Medium,7,19,Low,3
1,Male,Caucasian,44,Single,3,0,0,16,0,0,82.0,"Driving Under The Influence,Unlawful Speed (Requires Speeds)-Driver","(M1),(0)",,,,211.0,82.0,2,-2.43,Low,3,0.04,Medium,7,23,Medium,5
1,Male,African-American,24,Single,0,1,3,4,1,1,1.0,"Agg Assault W/int Com Fel Dome,Battery","(F3),(M1)",1.0,Felony Battery (Dom Strang),(F3),,1.0,2,-1.53,Medium,6,-0.25,Medium,6,15,Low,1
1,Male,African-American,21,Single,0,0,0,0,1,0,1.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree,Prowling/Loitering","(F2),(F3),(M2)",114.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree,Criminal Mischief","(F2),(F3),(M1)",,114.0,2,-1.43,Medium,7,0.05,Medium,7,15,Low,1
1,Male,Caucasian,50,Divorced,0,0,0,0,0,0,2.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less,Driving Under The Influence,Expired Temp Tag 7 Day Or Less,Fail to Obey Traffic Sign","(F3),(M1),(M1),(0),(0)",,,,,2.0,1,-3.16,Low,1,-1.73,Low,1,13,Low,1
1,Female,Caucasian,36,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.33,Low,1,-1.77,Low,1,12,Low,1
1,Male,African-American,30,Single,0,0,0,2,0,0,,Robbery W/firearm,(F1),,,,145.0,,2,-2,Low,4,-0.14,Medium,6,25,Medium,6
1,Female,African-American,31,Single,0,0,0,0,-1,0,,,,,,,,,1,-2.4,Low,3,-0.71,Medium,5,15,Low,1
1,Male,Caucasian,39,Single,0,0,0,0,0,0,54.0,"Burglary Unoccupied Dwelling,Battery,Petit Theft $100- $300","(F2),(M1),(M1)",,,,,54.0,1,-2.81,Low,2,-0.87,Low,3,18,Low,3
1,Female,African-American,24,Single,0,0,0,2,0,0,14.0,"Crim Use Of Personal Id Info,Crim Use Of Personal Id Info,Crim Use Of Personal Id Info,Fraud Use/Persnl ID Info/Deceased,Petit Theft $100- $300","(F3),(F3),(F3),(F3),(M1)",,,,,14.0,1,-2.12,Low,4,-0.95,Low,4,20,Low,4
1,Female,African-American,54,Single,0,0,0,7,0,0,19.0,"Fraudulent Use of Credit Card,Att Obt Prop by Fraud Cred Crd","(F3),(F3)",,,,276.0,19.0,2,-3.01,Low,1,-0.45,Medium,6,32,High,9
1,Male,Caucasian,37,Significant Other,0,0,0,1,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,1.0,1,-3.15,Low,1,-1.76,Low,1,19,Low,3
1,Male,African-American,28,Married,0,0,0,0,-1,0,,,,,,,,2.0,1,-2.86,Low,2,-1.59,Low,1,15,Low,1
1,Male,African-American,29,Single,0,0,0,0,0,0,1.0,"Resist Officer w/Violence,Resist/Obstruct W/O Violence","(M1),(M1)",,,,,1.0,1,-2.77,Low,2,-1.08,Low,2,25,Medium,6
1,Male,African-American,24,Single,0,0,0,7,0,0,28.0,"Burglary Conveyance Unoccup,Petit Theft $100- $300","(F3),(M1)",,,,505.0,0.0,2,-1.49,Medium,7,0.04,Medium,7,19,Low,3
1,Male,Caucasian,26,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,736.0,1.0,2,-2.67,Low,2,-0.28,Medium,6,18,Low,3
1,Male,African-American,41,Single,0,0,0,3,1,0,1.0,Felony Driving While Lic Suspd,(F3),1.0,"Opert With Susp DL 2nd Offens,Expired Tag/Infraction","(M1),(0)",,1.0,1,-2.61,Low,2,-0.69,Low,4,22,Medium,5
1,Male,African-American,23,Single,0,0,0,1,1,0,2.0,Grand Theft in the 3rd Degree,(F3),31.0,Petit Theft $100- $300,(M1),,31.0,2,-1.82,Medium,5,-0.18,Medium,6,15,Low,1
1,Male,African-American,50,Separated,0,0,0,0,-1,0,,,,,,,,,1,-4.01,Low,1,-2.48,Low,1,11,Low,1
1,Male,Caucasian,34,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.92,Low,2,-1.42,Low,1,18,Low,3
1,Male,Caucasian,31,Single,0,0,0,11,1,0,12.0,"False Ownership Info/Pawn Item,Dealing in Stolen Property","(F2),(F2)",52.0,"Burglary Conveyance Unoccup,Grand Theft in the 3rd Degree","(F3),(F3)",120.0,52.0,3,-0.9,High,9,0.08,Medium,7,28,High,8
1,Male,African-American,20,Single,0,0,0,0,0,0,2.0,"Burglary Dwelling Occupied,Grand Theft in the 3rd Degree,Use Of 2 Way Device To Fac Fel","(F2),(F3),(F3)",,,,,2.0,2,-1.72,Medium,6,-0.83,Low,3,12,Low,1
1,Male,African-American,49,Single,0,0,0,10,1,0,44.0,"Felony Battery (Dom Strang),Resist/Obstruct W/O Violence","(F3),(M1)",136.0,"Susp Drivers Lic 1st Offense,Side Wind/Rest Sunscreen,Oper Veh Unsafe/Improp Equip","(M2),(0),(0)",311.0,44.0,2,-2.36,Low,3,-0.29,Medium,6,30,High,8
1,Male,African-American,26,Single,0,0,0,4,1,1,1.0,Possession Of Methamphetamine,(F3),1.0,Resist/Obstruct W/O Violence,(M1),,1.0,3,-1.66,Medium,6,0.13,High,8,15,Low,1
1,Male,Caucasian,39,Single,0,0,0,2,0,0,,"Deliver Cannabis,Deliver Cannabis,Poss Cocaine/Intent To Del/Sel,Poss Cocaine/Intent To Del/Sel","(F3),(F3),(F2),(F2)",,,,,,2,-2.92,Low,2,-0.29,Medium,6,19,Low,3
1,Male,Other,23,Single,0,0,0,1,0,0,,Possession of Cocaine,(F3),,,,,,1,-1.94,Medium,5,-0.64,Low,4,15,Low,1
1,Male,African-American,28,Single,0,0,0,1,1,0,1.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less","(F3),(M1)",20.0,"Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia","(M1),(M1)",,1.0,1,-2.58,Low,2,-0.74,Low,4,14,Low,1
1,Male,African-American,26,Single,0,0,0,0,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,1.0,1,-2.52,Low,3,-1.36,Low,2,11,Low,1
1,Female,Hispanic,39,Single,0,0,0,1,0,0,29.0,"Grand Theft in the 3rd Degree,Crim Use of Personal ID Info,Uttering a Forged Instrument,Poss Unlaw Issue Id","(F3),(F3),(F3),(F3)",,,,,29.0,2,-2.49,Low,3,-0.45,Medium,6,27,High,8
1,Male,African-American,55,Single,0,0,0,1,0,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia","(F3),(M1)",,,,,1.0,1,-3.34,Low,1,-0.74,Low,4,15,Low,1
1,Male,African-American,22,Single,0,0,0,0,0,0,2.0,"Resist/Obstruct W/O Violence,Prowling/Loitering","(M1),(M2)",,,,,2.0,3,-1.39,Medium,7,0.57,High,9,20,Low,3
1,Female,African-American,26,Single,0,0,0,0,0,0,1.0,"Possess Cannabis/20 Grams Or Less,Battery","(M1),(M1)",,,,,1.0,1,-2.24,Low,3,-0.89,Low,4,13,Low,1
1,Male,Other,56,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-4.21,Low,1,-2.67,Low,1,11,Low,1
1,Male,Caucasian,66,Single,0,0,0,1,0,0,167.0,Criminal Mischief,(F3),,,,,167.0,1,-2.76,Low,2,-1.48,Low,1,31,High,9
1,Male,Other,46,Separated,0,0,0,2,0,0,1.0,"Possession Of Diazepam,Unlaw LicTag/Sticker Attach,Opert With Susp DL 2nd Offens","(F3),(M2),(M1)",,,,,1.0,1,-2.07,Low,4,-0.95,Low,3,25,Medium,6
1,Male,African-American,58,Single,0,0,0,16,1,0,68.0,Fail To Redeliv Hire/Leas Prop,(F3),43.0,Petit Theft,(M2),1536.0,43.0,2,-2.27,Low,3,-0.16,Medium,6,19,Low,3
1,Male,African-American,28,Single,0,0,0,4,0,0,30.0,"Aggravated Battery / Pregnant,Burglary Structure Assault/Batt","(F2),(F7)",,,,1311.0,30.0,3,-0.86,High,9,-0.09,Medium,7,17,Low,2
1,Male,African-American,33,Single,0,0,0,8,1,0,2.0,"Possession of Oxycodone,Possession of Cocaine,Possession of Cannabis,Possess Drug Paraphernalia","(F3),(F3),(F3),(M1)",,"Susp Drivers Lic 1st Offense,Unlawful Speed (Requires Speeds)","(M2),(0)",,2.0,2,-1.93,Medium,5,-0.22,Medium,6,23,Medium,5
1,Male,Hispanic,39,Separated,0,0,0,0,-1,0,,,,,,,,1.0,1,-3.41,Low,1,-1.93,Low,1,13,Low,1
1,Male,African-American,34,Single,0,0,0,1,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,0.0,1,-2.97,Low,1,-0.37,Medium,5,19,Low,3
1,Female,African-American,31,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.79,Low,2,-1.41,Low,2,13,Low,1
1,Male,African-American,26,Single,0,0,0,1,0,0,0.0,Poss Of Controlled Substance,(MO3),,,,,0.0,1,-2.2,Low,4,-0.47,Medium,5,14,Low,1
1,Male,African-American,35,Single,0,0,0,4,0,0,,Poss Of Controlled Substance,(MO3),,,,,,1,-2.91,Low,2,-0.26,Medium,5,35,High,9
1,Female,Caucasian,41,Single,0,0,0,12,1,1,11.0,"Felony Battery w/Prior Convict,Resist/Obstruct W/O Violence,Indecent Exposure,Disorderly Conduct","(F3),(M1),(M1),(M2)",13.0,Battery,(M1),,11.0,2,-1.78,Medium,5,-0.15,Medium,7,35,High,10
1,Male,African-American,42,Single,0,0,0,5,0,0,58.0,Battery,(M1),,,,,58.0,1,-3.21,Low,1,-1.02,Low,2,16,Low,2
1,Male,Caucasian,34,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.05,Low,1,-1.6,Low,1,12,Low,1
1,Male,African-American,29,Single,0,0,0,9,0,0,2.0,"False Imprisonment,Aggravated Battery / Pregnant","(F3),(F2)",,,,1043.0,2.0,3,-1.35,Medium,7,0.45,High,9,21,Low,4
1,Male,Other,33,Married,0,0,0,0,0,0,1.0,Sell or Offer for Sale Counterfeit Goods,(F2),,,,,1.0,1,-2.98,Low,1,-1.6,Low,1,12,Low,1
1,Female,African-American,32,Single,0,0,0,0,0,0,1.0,"Felony Driving While Lic Suspd,Pers/Inj/Prot/Ins Require,Expired Tag/Infraction","(F3),(0),(0)",,,,,1.0,1,-3.04,Low,1,-1.4,Low,2,18,Low,3
1,Male,African-American,37,Single,0,0,0,9,1,1,1.0,Poss Cocaine/Intent To Del/Sel,(F2),204.0,"Agg Battery Grt/Bod/Harm,False Imprisonment","(F2),(F3)",169.0,3.0,3,-0.78,High,9,-0.15,Medium,6,28,High,8
1,Male,African-American,50,Married,0,0,0,1,0,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia","(F3),(M1)",,,,,1.0,1,-1.83,Medium,5,-0.33,Medium,5,19,Low,3
1,Female,African-American,22,Single,0,0,0,0,0,0,2.0,Battery,(M1),,,,,2.0,1,-1.78,Medium,5,-0.65,Medium,5,19,Low,3
1,Male,Caucasian,35,Married,0,0,0,1,0,0,3.0,"Tampering With A Victim,Aggravated Assault w/Firearm,Aggravated Assault w/Firearm,Battery","(F2),(F3),(F3),(M1)",,,,,3.0,1,-3.15,Low,1,-1.29,Low,2,17,Low,2
1,Female,Caucasian,47,Married,0,0,0,0,1,0,4.0,Prostitution/Lewd Act Assignation,(M2),10.0,"Possession Of Heroin,Possession of Cocaine,Possess Drug Paraphernalia","(F3),(F3),(M1)",,4.0,1,-3.25,Low,1,-1.29,Low,3,25,Medium,7
1,Male,Caucasian,26,Single,0,0,0,1,0,0,1.0,"Dealing in Stolen Property,Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F2),(F2)",,,,,1.0,1,-2.41,Low,3,-0.7,Low,4,25,Medium,6
1,Female,African-American,52,Married,0,0,0,8,0,0,43.0,"Poss of Cocaine W/I/D/S 1000FT Park,Poss of Cocaine W/I/D/S 1000FT Park,Poss of Cocaine W/I/D/S 1000FT Park","(F1),(F1),(F1)",,,,,50.0,3,-1.28,Medium,7,0.13,High,9,32,High,9
1,Female,African-American,27,Single,0,0,0,3,0,0,2.0,"Poss Pyrrolidinovalerophenone,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,2.0,1,-2.09,Low,4,-0.82,Low,4,15,Low,1
1,Male,Caucasian,29,Single,0,0,0,0,-1,0,,,,,,,,,1,-2.29,Low,3,-0.45,Low,4,14,Low,1
1,Male,African-American,26,Single,0,1,2,5,1,1,6.0,Shoot In Occupied Dwell,(F2),13.0,"Criminal Mischief>$200<$1000,Resist/Obstruct W/O Violence","(M1),(M1)",,37.0,2,-1.34,Medium,7,0.05,Medium,7,14,Low,1
1,Male,African-American,36,Single,0,0,0,1,1,1,,Operating W/O Valid License,(M2),,"Operating W/O Valid License,Expired Tag/Infraction","(M2),(0)",752.0,,3,-1.67,Medium,6,0.5,High,9,28,Medium,7
1,Male,African-American,24,Single,0,0,0,0,0,0,2.0,Pos Cannabis W/Intent Sel/Del,(F3),,,,,2.0,1,-2.05,Low,4,-0.33,Medium,5,15,Low,1
1,Male,African-American,45,Single,0,0,0,13,1,0,1.0,"Felony Driving While Lic Suspd,Fail To Use Due Care,Pers/Inj/Prot/Ins Require","(F3),(0),(0)",,"Driving License Suspended,Fail Wear Safety Belt/Operator","(M2),(0)",,1.0,1,-3.33,Low,1,-1.81,Low,1,12,Low,1
1,Male,African-American,29,Single,0,0,0,0,-1,0,,,,,,,,1.0,1,-1.77,Medium,5,-0.6,Low,4,18,Low,3
1,Male,African-American,29,Single,0,0,0,1,0,0,5.0,Agg Assault Law Enforc Officer,(M1),,,,,5.0,1,-2.88,Low,2,-1.45,Low,1,13,Low,1
